City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Bangkok,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Road Soi 13-15, Klongtoey Nua, Wattana, Bangkok 10110",8.9,530,239,Expedia
Bangkok,Somerset Ekamai Bangkok,Watthana,8.6,1176,168,Expedia
Bangkok,Hansar Bangkok Hotel - Sha Plus,"3 Soi Mahadlekluang 2, Rajdamri Road, Bangkok 10330",8.7,276,230,Hotels.com
Bangkok,Grande Centre Point Hotel Terminal 21 - Sha Extra Plus,"2, Sukhumvit Soi 19 (Wattana), Bangkok 10110",8.8,1028,230,Expedia
Bangkok,"Marriott Executive Apartments Bangkok, Sukhumvit Thonglor",Watthana,9.1,175,351,Hotels.com
Bangkok,Shangri-La Bangkok,"89 Soi Wat Suan Plu, New Road, Bangkok 10500",8.9,1747,370,Expedia
Bangkok,The Continent Hotel Bangkok By Compass Hospitality,"413 Sukhumvit Road Klongtoey Nua, Bangkok 10110",8.2,1277,170,The Continent Hotel Bangkok By Compass Hospitality
Bangkok,Teak Villa,Bang Na,9.4,222,60,Booking.com
Bangkok,"The Athenee Hotel, a Luxury Collection Hotel, Bangkok","61 Wireless Road (Witthayu), Bangkok 10330",9.0,463,380,Expedia
London,Montcalm Royal London House-City of London,"22-25 Finsbury Square, London, EC2A 1DX",8.6,7991,810,Montcalm Royal London House-City of London
London,The Montcalm at the Brewery London City,"52 Chiswell Street, London, EC1Y 4SB",8.0,2814,642,The Montcalm at the Brewery London City
London,"Radisson Blu Edwardian Hampshire Hotel, London","31-36 Leicester Square, London, WC2H 7LH",8.8,2493,1044,"Radisson Blu Edwardian Hampshire Hotel, London"
London,The Z Hotel Trafalgar,"53-59 Chandos Place, London, WC2N 4HS",8.8,4338,380,Z Hotels
London,The Z Hotel Gloucester Place,"51 Gloucester Place, London, W1U 8JF",8.4,3682,360,The Z Hotel Gloucester Place
London,Studios 2 Let Serviced Apartments - Cartwright Gardens,Camden,7.9,6457,292,Studios 2 Let Serviced Apartments - Cartwright Gardens
London,Park Grand London Lancaster Gate,"14-16 Craven Hill, Lancaster Gate, London, W2 3DU",7.7,1167,461,Park Grand London Lancaster Gate
London,The Barbican Rooms,"42-46 Chiswell Street, London, EC1Y 4SD",8.2,1734,566,The Barbican Rooms
London,So Sienna,Hammersmith and Fulham,6.6,865,233,Expedia
London,Royal Lancaster London,"Lancaster Terrace, London, W2 2TY",9.1,2402,877,Royal Lancaster London
London,The Lodge Hotel - Putney,"52-54 Upper Richmond Road, London",8.8,1556,399,The Lodge Hotel - Putney
London,The Knaresborough by Aura Collection,Kensington and Chelsea,7.9,225,375,Expedia
London,The Z Hotel City,"24 Fleet Street, London, EC4Y 1AA",8.3,5303,310,The Z Hotel City
London,Dorsett City London,"9 Aldgate High Street, London, EC3N 1AH",8.3,5334,638,Dorsett City London
London,Park Lane Apartments - Clarges St,Mayfair,7.8,513,800,Expedia
London,Millennium & Copthorne Hotels At Chelsea Football Club,"Stamford Bridge, London, SW6 1HS",8.0,3400,405,Millennium & Copthorne Hotels At Chelsea Football Club
London,Dolphin House Serviced Apartments,"Dolphin Square, London, SW1V 3LX",8.4,2253,430,Dolphin House Serviced Apartments
London,Citadines Barbican London,"7-21 Goswell Road, London, EC1M 7AH",8.4,1377,389,Citadines Barbican London
Murcia,Hotel Nelva,"Avenida Primero De Mayo, 5, 30006 Murcia",8.8,4110,218,Expedia
Murcia,Occidental Murcia Siete Coronas,"Paseo de Garay, 5, Murcia",8.9,3769,205,Expedia
Murcia,NH Amistad Murcia,"Condestable, 1, 30009 Murcia",8.4,1899,182,Expedia
Murcia,Piso Centro Luxury,,,,227,Booking.com
Murcia,Agalia Hotel,"Avda. Arquitecto Miguel Ángel Beloqui 7, 30006 Murcia",8.3,2871,209,Expedia
Murcia,Hotel Murcia Rincón de Pepe Affiliated by Meliá,"Calle Apostoles, 34, 30001 Murcia",8.8,1899,229,Expedia
Murcia,Apartamento Florencia,,,,255,Booking.com
Murcia,Hotel Azarbe,"Avenida Del Rocio 2, 30007 Murcia",8.6,1734,190,Expedia
Murcia,Catalonia Conde de Floridablanca,"Calle Princesa, 18, 30002 Murcia",8.7,1738,224,Expedia
Murcia,Apartamento Floridablanca,,8.4,151,252,Booking.com
Murcia,Hesperia Murcia Centro,"Calle de Madre de Dios, 4, 30004 Murcia",8.8,3371,187,Expedia
Murcia,AC Hotel Murcia by Marriott,"Avenida Juan Carlos I, 39, 30009 Murcia",8.4,1039,213,Expedia
Murcia,Apartamento Céntrico La Catedral,,8.8,113,280,Booking.com
Murcia,Hotel Cetina Murcia,"Calle Radio Murcia 3, 30001 Murcia",8.9,2960,182,Expedia
Murcia,Hotel El Churra,"Avenida Marques De Los Velez, 12, 30008 Murcia",8.5,1951,198,Expedia
Murcia,Beautiful Villa in Murcia with pool just 10m away,,9.4,8,210,Booking.com
Murcia,ibis budget Huerta De Murcia,"Jose Manuel Sanchez Pedreno 6, 30009 Murcia",8.5,2360,141,Expedia
Murcia,Hotal Azahar,"C/ Del Arquitecto Juan José Belmonte 4, 30007 Murcia",8.2,418,176,Expedia
Murcia,Casa Adriatico - A Murcia Holiday Rentals Property,,8.0,1,282,Booking.com
Murcia,Zenit Murcia,"Plaza De San Pedro 5-6, 30004 Murcia",8.4,873,213,Expedia
Faro,Hotel 3K Faro Aeroporto,"Estrada do Aeroporto EN 125-10 KM 262+2 Esq, Montenegro, 8000-124 Faro, Faro",8.3,4587,173,Expedia
Faro,Ap Eva Senses,"Avenida da Republica, 1, 8000-078 Faro, Faro",8.6,4267,272,Booking.com
Faro,3hb Faro,"Rua Vasco da Gama nr 33, 8000-442 Faro, Faro",9.5,582,536,Booking.com
Faro,Tiagos Apartament,,9.2,53,235,Booking.com
Faro,Mercedes Country House,"Lugar do Medronhal, 475-Z, 8005-502 Faro, Faro",9.6,246,347,Booking.com
Faro,Hotel Monaco,"Rua Batista Severino - Urb. Monte da Ria, 1153, 8005-237 Faro, Faro",7.9,1895,242,Expedia
Faro,The Sunny Cottage,,9.8,36,268,Booking.com
Faro,Vale Do Lobo Resort,"Vale Do Lobo, 8135-864 Vale do Lobo, Faro",8.3,493,234,Expedia
Faro,Stay Hotel Faro Centro,"Rua de Portugal 17, 8000-281 Faro, Faro",7.6,2780,165,Expedia
Faro,Casa das Andorinhas,,9.4,67,273,Booking.com
Faro,Golden Beach Guesthouse,"Avenida Nascente, Numero 2, 8005-520 Faro, Faro",8.7,514,311,Expedia
Faro,Conrad Algarve,"Estrada da Quinta do Lago, 8135-106 Almancil, Faro",9.3,529,587,Expedia
Faro,Faro Tradicional House - City center,,8.4,16,205,Booking.com
Faro,"Pousada Palácio Estoi, Monument Hotel","Rua São José, 8005-465 Estói, Faro",8.5,933,375,Expedia
Faro,Vila Gale Ampalius,"Avenida Praia Da Marina, 8125-408 Vilamoura, Faro",8.2,1648,294,Vila Gale Ampalius
Faro,Casa da Mouraria,,9.9,54,352,Booking.com
Faro,ibis Faro Algarve,"Rua Poeta Antonio Aleixo, 204, 8000-770 Faro, Faro",8.0,2666,151,Expedia
Faro,Sleep & Go Faro Airport Guest House,"Rua Soldado Ferrer,47, 8005-263 Faro, Faro",8.3,593,115,Expedia
Faro,Casa das Lontras,,9.2,34,234,Booking.com
Faro,Anantara Vilamoura Algarve Resort,"Av Dos Descobrimentos n 0, 8125-309 Vilamoura, Faro",8.8,1008,455,Expedia
Las Vegas,The Venetian Resort Las Vegas,"3355 Las Vegas Blvd S., Las Vegas, NV 89109",8.9,7560,1403,Hotels.com
Las Vegas,Waldorf Astoria Las Vegas,"3752 Las Vegas Boulevard South, Las Vegas, NV 89158",8.6,448,1457,Expedia
Las Vegas,Conrad Las Vegas at Resorts World,"111 Resorts World Avenue, Las Vegas, NV 89109",8.1,398,1039,Expedia
Las Vegas,Stripviewsuites At Signature,The Strip,7.7,123,727,Expedia
Las Vegas,The Cosmopolitan of Las Vegas,"3708 South Las Vegas Blvd, Las Vegas, NV 89103",8.9,793,1553,Expedia
Las Vegas,True 1br Strip View At Mgm Signature,"135 E Harmon Ave, Las Vegas, NV 89109",8.3,195,712,Expedia
Las Vegas,Signature Mgm 1 Bedroom Penthouse Suite,The Strip,8.8,50,1117,Booking.com
Las Vegas,Luxury Suites International at The Signature,"125 East Harmon Avenue, Las Vegas, NV 89109",8.4,2016,739,Expedia
Las Vegas,Platinum Hotel,"211 East Flamingo Road, Las Vegas, NV 89169",8.7,1934,782,Expedia
Las Vegas,"Updated Las Vegas House with Patio, Solar Heated Pool",,9.3,24,1296,Booking.com
Las Vegas,Jet Luxury Resorts @ The Signature Condo Hotel,"145 East Harmon Avenue, Las Vegas, NV 89109",8.3,2424,698,Expedia
Las Vegas,Elara by Hilton Grand Vacations - Center Strip,"80 East Harmon Avenue, Las Vegas, NV 89109",9.1,1245,1055,Expedia
Las Vegas,Vintage Las Vegas Oasis - 2 7 Miles to the Strip!,,9.5,20,1138,Booking.com
Las Vegas,The Palazzo at The Venetian,"3325 Las Vegas Boulevard South, Las Vegas, NV 89109",9.0,3945,1698,Booking.com
Las Vegas,"South Point Hotel, Casino, And Spa","9777 Las Vegas Boulevard South, Las Vegas, NV 89183",8.7,2799,659,Expedia
Las Vegas,2200 Sqft House W/Heated Pool Spa 14min From Strip,,8.5,9,1418,Booking.com
Las Vegas,Paris Las Vegas,"3655 Las Vegas Boulevard South, Las Vegas, NV 89109",8.1,13100,1130,Booking.com
Las Vegas,Las Vegas Hilton at Resorts World,"999 Resorts World Avenue, Las Vegas, NV 89109",8.3,1025,977,Expedia
Las Vegas,"Luxury Studio Mgm Signature, Great Location, Lazy River, No Resort Fees",The Strip,9.2,34,866,Booking.com
Las Vegas,The Westin Las Vegas Hotel & Spa,"160 East Flamingo Road, Las Vegas, NV 89109",8.2,1155,832,Expedia
Ibiza,Hotel Thb Los Molinos - Adults Only,"C/ Ramon Muntaner, 60, Ibiza, Ibiza Island",8.4,1955,357,Expedia
Ibiza,El Puerto Ibiza Hotel & Spa,"Carrer De Carlos Iii, 24, 07800 Ibiza, Ibiza Island",8.4,1091,326,Booking.com
Ibiza,Lux Isla,"Josep Pla, 1, 07800 Ibiza, Ibiza Island",9.1,1424,279,Expedia
Ibiza,Hostal Juanita,"Juan de Austria, 17, 07800 Ibiza, Ibiza Island",8.3,1337,147,Expedia
Ibiza,Hotel Royal Plaza,"Pere Francès 27-29, 07800 Ibiza, Ibiza Island",8.1,1244,264,travelup
Ibiza,105 Cbbc Suites Port Vell,,8.9,481,405,Booking.com
Ibiza,Hotel Playasol Maritimo,"C/ Ramon Muntaner 48, Ibiza, Ibiza Island",7.3,1651,233,Expedia
Ibiza,Eurostars Ibiza,"Calle Ramon Muntaner 25, 07800 Ibiza, Ibiza Island",8.6,629,393,travelup
Ibiza,La Ventana,"Sa Carrosa, 13, 07800 Ibiza, Ibiza Island",8.5,423,247,Booking.com
Ibiza,Ocean Drive Ibiza,"Playa de Talamanca, Apt. 223, Ibiza, Spain, Ibiza, Ibiza Island",7.9,424,307,lastminute.com
Ibiza,Apartamentos Mariano,,8.3,303,373,Booking.com
Ibiza,Hotel Can Sastre,"Camino Viejo de San Mateo s/n, 07816 Santa Gertrudis de Fruitera, Ibiza Island",8.9,51,899,Expedia
Ibiza,Casa Lui,,9.6,10,2039,Booking.com
Ibiza,Hostal Parque,"Plaza de Parque, 4, 07800 Ibiza, Ibiza Island",8.2,492,326,Booking.com
Ibiza,Hostal Talamanca,"Playa Talamanca, Apartado 103, 07800 Ibiza, Ibiza Island",8.1,618,258,Booking.com
Ibiza,Apartamentos de Las Heras,,6.7,125,439,Booking.com
Ibiza,Cas Gasi,"Camino Viejo De Sant Mateu, Santa Gertrudis de Fruitera, Ibiza Island",9.3,64,1228,Expedia
